"שם מוצר","מק""ט",כמות,"יחידת מידה","האם מגיע במארז","צורת מארז","יחידת מידה במארז","מספר פריטים במארז",קטגוריה,ספק,"מחיר מחירון","אחוז הנחה",פיקדון,מיסים,"מוצר חייב במע""מ","צורת ספירת מלאי","ברקוד יצרן","הגבלת כמות להזמנה"
"אורגנו 1 ק""ג",׳7290015543033,1,"ק""ג",לא,,,,"חומרי גלם לבישול","שופרסל אמיגה",16.99,0,0,,כן,מוצר,,0
"אורז תפוח בשקית 500 גרם",8989169,0.5,"ק""ג",כן,מארז,יחידות,10,"חומרי גלם לבישול","שופרסל אמיגה",16.5,0,0,,כן,מארז,,0
"אלף איים גלון 5.1 ק״ג",׳7290112499113,5.1,"ק""ג",כן,מארז,יחידות,1,"חומרי גלם לבישול","שופרסל אמיגה",83,0,0,,כן,מארז,,0
"גלגולי פירה 2 ק״ג",729001819845׳,2,"ק""ג",כן,מארז,יחידות,6,"חומרי גלם לבישול","שופרסל אמיגה",249,0,0,,כן,מארז,,0
"דגש מרק.תיבול מרק פטריות",׳7290100249703,1,"ק""ג",לא,,,,"חומרי גלם לבישול","שופרסל אמיגה",35.5,0,0,,כן,מוצר,,0
"דובדבן אמרנה 2.7 ק""ג",׳7290019079514,2.7,"ק""ג",כן,מארז,יחידות,1,"חומרי גלם לבישול","שופרסל אמיגה",105.99,0,0,,כן,מוצר,,0
"חומץ סינטטי 4 ליטר",507958,4,ליטר,כן,מארז,יחידות,1,"חומרי גלם לבישול","שופרסל אמיגה",6.44,0,0,,כן,מוצר,,0
"חומץ תפוחים 946 מ״ל בקבוק מ.ע",2808527,0.946,ליטר,כן,מארז,יחידות,1,"חומרי גלם לבישול","שופרסל אמיגה",9.99,0,0,,כן,מוצר,,0
"חומצה אצטית מדוללת 5%",׳7290011556112,4,ליטר,כן,מארז,יחידות,1,"חומרי גלם לבישול","שופרסל אמיגה",5.89,0,0,,כן,מוצר,,0
"חרדל אמיתי תלמה 5 קג",111506,5,"ק""ג",לא,מארז,יחידות,1,"חומרי גלם לבישול","שופרסל אמיגה",32,0,0,,כן,מוצר,,0
"חרדל דיזון גרגרים 5 ק״ג",3054350,5,"ק""ג",כן,מארז,יחידות,1,"חומרי גלם לבישול","שופרסל אמיגה",58,0,0,,כן,מוצר,,0
"טמפורה 1 קג",׳807176221013,1,"ק""ג",לא,,,,"חומרי גלם לבישול","שופרסל אמיגה",9.89,0,0,,כן,מוצר,,0
"כמון טחון צנצנת 1 ק״ג",׳811250030132,1,"ק""ג",לא,,,,"חומרי גלם לבישול","שופרסל אמיגה",18.5,0,0,,כן,מוצר,,0
"מיונז אמיגה 5 ק״ג",׳7290018710159,5,"ק""ג",לא,מארז,יחידות,1,"חומרי גלם לבישול","שופרסל אמיגה",46,0,0,,כן,מוצר,,0
"מלח לימון 1 ק""ג",׳7290015543231,1,"ק""ג",לא,,,,"חומרי גלם לבישול","שופרסל אמיגה",9.65,0,0,,כן,מוצר,,0
"מרק בקר 1 ק""ג",162300,1,"ק""ג",לא,,,,"חומרי גלם לבישול","שופרסל אמיגה",41.5,0,0,,כן,מוצר,,0
"מרק דגש טעם עוף ללא גלוט",3805389,1,"ק""ג",לא,,,,"חומרי גלם לבישול","שופרסל אמיגה",12.5,0,0,,כן,מוצר,,0
"סומק 1 ק""ג",׳7290015543255,1,"ק""ג",לא,,,,"חומרי גלם לבישול","שופרסל אמיגה",16,0,0,,כן,מוצר,,0
"פלפל שחור טחון צנצנת 1 ק",׳811250030194,1,"ק""ג",לא,,,,"חומרי גלם לבישול","שופרסל אמיגה",28,0,0,,כן,מוצר,,0
"פנקו סומימוטו קלאסי 1 קג",׳7290015355100,1,"ק""ג",לא,,,,"חומרי גלם לבישול","שופרסל אמיגה",9.89,0,0,,כן,מוצר,,0
"פפריקה מתוקה 1 ק""ג",׳7290015543385׳,1,"ק""ג",לא,,,,"חומרי גלם לבישול","שופרסל אמיגה",12.75,0,0,,כן,מוצר,,0
"פרורי לחם לבנים בשק 10ק",׳7290018710067,10,"ק""ג",כן,מארז,יחידות,1,"חומרי גלם לבישול","שופרסל אמיגה",65.99,0,0,,כן,מוצר,,0
"פרורי לחם מוזהבים שק10ק",׳7290015543859,10,"ק""ג",כן,מארז,יחידות,1,"חומרי גלם לבישול","שופרסל אמיגה",58,0,0,,כן,מוצר,,0
"קטשופ 700 גרם היינץ",8715700419732,0.7,"ק""ג",כן,מארז,יחידות,10,"חומרי גלם לבישול","שופרסל אמיגה",9.79,0,0,,כן,מארז,,0
"קטשופ היינץ וולפק כשל״פ",3450534,13,"ק""ג",לא,מארז,יחידות,1,"חומרי גלם לבישול","שופרסל אמיגה",125,0,0,,כן,מוצר,,0
"קינואה אדומה 5 ק""ג",׳7290019659792,5,"ק""ג",לא,מארז,יחידות,1,"חומרי גלם לבישול","שופרסל אמיגה",65,0,0,,כן,מוצר,,0
"קמח חיטה לבן בהיר 1 ק״ג",׳7296073021568,1,"ק""ג",כן,מארז,יחידות,10,"חומרי גלם לבישול","שופרסל אמיגה",28.9,0,0,,כן,מארז,,0
"קמח תפוח אדמה 500 גרם",1050019,0.5,"ק""ג",לא,מארז,יחידות,1,"חומרי גלם לבישול","שופרסל אמיגה",3.88,0,0,,כן,מוצר,,0
"רוטב בוב הולנדי 4.95 ק""ג",׳8718182023275,4.95,"ק""ג",לא,מארז,יחידות,1,"חומרי גלם לבישול","שופרסל אמיגה",59.89,0,0,,כן,מוצר,,0
"שומשום 1 ק""ג",7290015553858,1,"ק""ג",לא,,,,"חומרי גלם לבישול","שופרסל אמיגה",14.44,0,0,,כן,מוצר,,0
"שקד מולבן פרוס 1 ק״ג",7290015651080,1,"ק""ג",לא,,,,"חומרי גלם לבישול","שופרסל אמיגה",44.5,0,0,,כן,מוצר,,0
"תבלין פילדלפיה 1 ק""ג",7290015543637,1,"ק""ג",לא,,,,"חומרי גלם לבישול","שופרסל אמיגה",18,0,0,,כן,מוצר,,0
"טבסקו סרירצ׳ה 566 מ״ל",11210698055,1,יחידות,כן,מארז,יחידות,6,"חומרי גלם לבישול","שופרסל אמיגה",18.5,0,0,,כן,מארז,,
"ממרח היינץ מיכל לחיץ 395גר",8715700422473,1,יחידות,כן,מארז,יחידות,10,"יבשים וקונדיטוריה","שופרסל אמיגה",108.9,0,0,,כן,מוצר,,
"ממרח חרדל צהוב 255 גרם",3450602,1,יחידות,כן,מארז,יחידות,16,"חומרי גלם לבישול","שופרסל אמיגה",158.24,0,0,,כן,מארז,,
"לימון סחוט lemon sahut 2l (פקק צהוב-לימון!)",519,2,ליטר,כן,מארז,יחידות,6,קפואים,"תפוז טרי",30,0,0,,כן,מארז,,0
"תפוזים סחוט 2l פקק אדום פרימיום tapuz pkak adom",8941,2,ליטר,כן,מארז,יחידות,6,קפואים,"תפוז טרי",21,-33.33,0,,כן,מארז,,0
"לימונדה lemonada 2l (פקק צהוב)",8914,2,ליטר,כן,מארז,יחידות,6,קפואים,"תפוז טרי",22,0,0,,כן,מארז,,0
"אשכולית אדומה גלון eshcolit",204,1,גלון,לא,,,,קפואים,"תפוז טרי",30,0,0,,כן,מוצר,,0
"פקדון pikadon",499,1,יחידות,לא,,,,קפואים,"תפוז טרי",0.26,0,0,0,כן,מוצר,,0
"מעדן אווז",,500,גרם,לא,מארז,יחידות,18,קפואים,"שיווק מזון בקירור",39.83,0,0,,כן,מוצר,,
"טבעות בצל מובחרות - טופ שף - 10 ק",30502425,10,"ק""ג",כן,ארגז,שקיות,1,קפואים,"קפוא זן",169.5,0,0,,כן,שקיל,,0
"פוטטוס צ׳יפס מובחר 2.5ק״ג/4",66601207,2.5,"ק""ג",כן,ארגז,שקיות,4,קפואים,"קפוא זן",102,0,0,,כן,מארז,,0
"10*10 קריספי פלוס (פרימיום) 2.5/4",60001001,2.5,"ק""ג",כן,ארגז,שקיות,4,קפואים,"קפוא זן",121.08,0,0,,כן,מארז,,0
"גולד צ׳יפס בטטה קריספי 1 ק״ג/10",66601249,1,"ק""ג",כן,ארגז,שקיות,10,קפואים,"קפוא זן",210,0,0,,כן,מארז,,0
"קוביות תפו״א (הום פרייז) 2.5ק״ג/4",66601219,2.5,"ק""ג",כן,ארגז,שקיות,4,קפואים,"קפוא זן",102,0,0,,כן,מארז,,0
"(פרימיום) שעועית עדינה שלמה 5*2.5",66611219,2.5,"ק""ג",כן,מארז,יחידות,5,קפואים,"קפוא זן",128.75,23.88,0,,כן,"יחידת מידה במארז",,0
"אדום בצל מקולף מהדרין",41152,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","עונות ישראל",7.5,-30.67,0,,לא,שקיל,,
"בזיל  מהדרין (היתר מכירה)",47054,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","עונות ישראל",30,0,0,,לא,שקיל,,
"בייבי מיקס 0.5  כשר רבנות",47020,0.5,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","עונות ישראל",13,0,0,,לא,מוצר,,
"גזר ג'וליאן",48266,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","עונות ישראל",7,0,0,0,כן,שקיל,,
"חסה אייסברג 1  מהדרין",47026,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","עונות ישראל",14,0,0,,כן,מוצר,,
"כרוב אדום חתוך מהדרין 1",47198,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","עונות ישראל",7.6,-25,0,0,כן,שקיל,,
"כרוב לבן חתוך מהדרין 1",47095,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","עונות ישראל",7.1,0,0,0,כן,שקיל,,
"מיקרו אפונה מוסדי",41302,1,יחידות,לא,,,,"ירקות פירות ועשבי תיבול","עונות ישראל",28,0,0,,לא,שקיל,,
"פטרוזיליה קצוצה מהדרין1   (היתר מכירה)",47080,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","עונות ישראל",22,0,0,,לא,שקיל,,
"פטריות שמפיניון א.ת",40079,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","עונות ישראל",27,0,0,,לא,שקיל,,
"שום מקולף",40138,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","עונות ישראל",28,0,0,0,כן,שקיל,,
"שרי סוכריות (לובלו) אדום ק""ג",41282,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","עונות ישראל",12.9,0,0,,לא,שקיל,,
"עגבניות שרי תמר מובחר",40282,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","עונות ישראל",12.9,-38.76,0,,לא,שקיל,,
"נבטים סיניים",40155,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","עונות ישראל",8,0,0,,לא,שקיל,,
"r-265 מנקה ומבשם רצפות כחול 4 ליטר",3666518,4,קרטון,לא,,,,"חומרי ניקוי","סיוון חומרי ניקיון",6.8,0,0,,כן,שקיל,,
"אקונומיקה ריחנית",30111,4,קרטון,לא,,,,"חומרי ניקוי","סיוון חומרי ניקיון",6.3,0,0,,כן,שקיל,,
"אשפתון 75/90 שחור/אפור עבה-גליל (16 גלילים)",40743,1,יחידות,כן,מארז,יחידות,16,"חומרי ניקוי","סיוון חומרי ניקיון",6.3,0,0,,כן,"מארז + יחידת מידה במארז",,
"ras999- מטליות ניקוי וחיטוי 99.99% 400 יח -דלי",40453,6,קרטון,לא,,,,"חומרי ניקוי","סיוון חומרי ניקיון",13.7,0,0,,כן,ללא,,
"מחטא ומטהר אויר מרוכז בזוקה 4 ליטר",30138,1,יחידות,לא,,,,"חומרי ניקוי","סיוון חומרי ניקיון",45,0,0,,כן,ללא,,
"מטאטא משרד 30 ס״מ (24 בקרטון)- איטלקי",40614,1,יחידות,לא,,,,"חומרי ניקוי","סיוון חומרי ניקיון",3.2,0,0,,כן,ללא,,
"מגב פלסטיק 40 ס״מ - 48 בקרטון",40602,1,יחידות,לא,,,,"חומרי ניקוי","סיוון חומרי ניקיון",6.17,0,0,,כן,ללא,,
"טורטיה 30 ס״מ טבעי 12 יחידות",1001030,1,יחידות,כן,מארז,יחידות,84,"לחמניות ולחמים","טרז פזוס שיווק בעמ",275.94,15,0,,כן,מארז,,
"גליל תעשייה דו שכבתי 6 ק״ג",,1,יחידות,לא,,,,"חומרי ניקוי","אוורסט מפעל לייצור מוצרי נייר בעמ",65,14.53,0,,כן,ללא,,
"מגבת תאית 6 ק״ג auto cut",,1,יחידות,לא,,,,"חומרי ניקוי","אוורסט מפעל לייצור מוצרי נייר בעמ",95,14.53,0,,כן,ללא,,
"קומפקט תאית 12 גלילים",,1,יחידות,כן,מארז,יחידות,12,"חומרי ניקוי","אוורסט מפעל לייצור מוצרי נייר בעמ",25,0,0,,כן,מארז,,
"מקל עץ 1.5 מ׳ הברגה, 1 יח׳",746902,1,יחידות,לא,,,,"חומרי ניקוי",סילקו,5,0,0,,כן,מוצר,,0
"סמרטוט רצפה מיקרופייבר, 12 יח",770007,1,יחידות,כן,מארז,יחידות,12,"חומרי ניקוי",סילקו,48,0,0,,כן,מארז,,0
"מנקה חלונות סיליקון 750 סמ״ק א-זוג*6 חבילות",600802,1,יחידות,כן,מארז,יחידות,6,"חומרי ניקוי",סילקו,67,0,0,,כן,מוצר,,0
"כוס פלסטיק שקופה 180 סמ״ק pp (טק), 3000 יח׳",4605,1,יחידות,כן,מארז,יחידות,3000,"חד פעמי ואריזות",סילקו,95,0,0,,כן,מארז,,0
"גביע pp 1.5oz שחור 2000 יח׳",3685,2000,יחידות,לא,מארז,יחידות,2000,"חד פעמי ואריזות",סילקו,85,0,0,,כן,מוצר,,0
"סבון ידיים קצף בניחוחו עדין ״ורוד״ (1 ליטר) 6 יח׳",8021,1,ליטר,כן,מארז,יחידות,6,"חומרי ניקוי",סילקו,197.01,0,0,,כן,מארז,,0
"מכסה פ.פ לקופסה 4.5 ליטר מלבנית להקפאה, 240 יח׳",753003,1,יחידות,כן,מארז,יחידות,240,"חד פעמי ואריזות",סילקו,185,3,0,,כן,מארז,,0
"כוס נייר שתייה חמה 4oz, א-1000 יח׳",198026,1,יחידות,כן,מארז,יחידות,1000,"חד פעמי ואריזות",סילקו,75,0,0,,כן,מארז,,0
"קופסא פ.פ 4.5 ליטר מלבנית להקפאה,50 יח׳ + 2 מיכסים",752902,1,יחידות,כן,מארז,יחידות,50,"חד פעמי ואריזות",סילקו,85,0,0,,כן,מארז,,0
"מכסה pp גבוה לקערת נייר קרפט 1000/750/500 מ״ל 300 יח׳",957000,1,יחידות,כן,מארז,יחידות,300,"חד פעמי ואריזות",סילקו,109.71,0,0,,כן,מארז,,0
"קערת נייר קראפט 500 מ״ל ,קוטר 150 מ״מ 300 יח׳",954,1,יחידות,כן,מארז,יחידות,300,"חד פעמי ואריזות",סילקו,126.99,0,0,,כן,מארז,,0
"קש עבה 8 מ״מ שחור עטוף 500 יח׳",78513,1,יחידות,כן,מארז,יחידות,500,"חד פעמי ואריזות",סילקו,23,0,0,,כן,מארז,,0
"גליל נייר טרמי 79מ/78 מ״מ לקופת מחשב, 50 יח׳",4830,1,יחידות,כן,מארז,יחידות,50,"חד פעמי ואריזות",סילקו,265.01,0,0,,כן,מארז,,0
"מכסה pp לקערת נייר קראפט 1100 מ״ל , קוטר 185 מ״מ, 300 יח׳",961,1,יחידות,כן,מארז,יחידות,300,"חד פעמי ואריזות",סילקו,120,0,0,,כן,מארז,,0
"קערת נייר קראפט 1100 מ״ל ,קוטר 185 מ״מ, 300 יח",959,1,יחידות,כן,מארז,יחידות,300,"חד פעמי ואריזות",סילקו,145.06,0,0,,כן,מארז,,0
"תבניות אלומניום גסטרונום, 50 יח׳",737507,1,יחידות,כן,מארז,יחידות,50,"חד פעמי ואריזות",סילקו,175,0,0,,כן,מארז,,0
"כפפות ניטריל שחורות l, א-100 יח",745307,1,יחידות,לא,,,,"חומרי ניקוי",סילקו,11,0,0,,כן,מוצר,,0
"נייר אלומניום צץ רץ 27.3/22.8 ס״מ 500 דף, 1 יח",1211,1,יחידות,לא,,,,"חומרי ניקוי",סילקו,55,0,0,,כן,מוצר,,0
"כרית יפנית,36 יח׳",769903,1,יחידות,כן,מארז,יחידות,36,"חומרי ניקוי",סילקו,36,0,0,,כן,מארז,,0
"ממרקות ברזל גדול 30 גרם, 12 יח׳",769601,1,יחידות,כן,מארז,יחידות,12,"חומרי ניקוי",סילקו,13,0,0,,כן,מארז,,0
"ספריי להברקת נירוסטה 500 מ״ל 1 יח׳",606103,1,יחידות,לא,,,,"חומרי ניקוי",סילקו,17,0,0,,כן,מוצר,,0
"מכסה פלסטיק לגביע 1.5-2.5oz , א-2000 יח",3674,1,יחידות,כן,מארז,יחידות,2000,"חד פעמי ואריזות",סילקו,75,0,0,,כן,מארז,,0
"סט רויאל שחור -סכין, מזלג, מפית 1/8 ח״ש, מלח פלפל , 500 יח׳",754955,1,יחידות,כן,מארז,יחידות,500,"חד פעמי ואריזות",סילקו,104,0,0,,כן,מארז,,0
"נייר אפייה 60/40 סיליקון חום, 1000 יח׳",722003,1,יחידות,כן,מארז,יחידות,1000,"חומרי ניקוי",סילקו,205,0,0,,כן,מארז,,0
"כוס במבוק שתייה חמה 4oz, א- 1000 יח׳",1986,1,יחידות,כן,מארז,יחידות,1000,"חד פעמי ואריזות",סילקו,75,0,0,,כן,מארז,,0
"נוזל לחיטוי רב עוצמה פרו 131 סאסא 12 ק״ג 1 יח",604507,12,"ק""ג",כן,מארז,יחידות,1,"חומרי ניקוי",סילקו,124.71,0,0,,כן,מארז,,
"מסיר אבנית פרו 107 סאסא 4 ליטר, 1 יח",845004,4,ליטר,כן,מארז,יחידות,1,"חומרי ניקוי",סילקו,29.93,0,0,,כן,מארז,,
"אלף האיים מנות הלמנס 900 יחדות",29125,1,יחידות,כן,מארז,יחידות,900,"יבשים וקונדיטוריה","מנטור פוד בעמ",188,0,0,,כן,מארז,,0
"אקונומיקה ריחני - 4 ליטר מבושם",20121,4,ליטר,כן,מארז,יחידות,1,"חומרי ניקוי","מנטור פוד בעמ",12.82,0,0,,כן,מארז,,0
"בורגול עבה 5 ק""ג - חממה",7290004084103,5,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",25,0,0,,כן,מוצר,,0
"ביצים M - מארז 30 יח'",729001120614,1,יחידות,כן,מארז,יחידות,30,"יבשים וקונדיטוריה","מנטור פוד בעמ",28.5,0,0,,כן,מארז,,0
"חרדל 5 ק""ג תלמה",10520,5,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",78,0,0,,כן,מארז,,0
"טחינה גולמית 3 ק״ג",7290116630304,3,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",50,0,0,,כן,מארז,,0
"כדורי פירה טבעי תפוגן 2 ק״ג",40043621,2,"ק""ג",כן,מארז,יחידות,1,קפואים,"מנטור פוד בעמ",41,-6.2,0,,כן,מארז,,0
"מיונז הלמנס 9 ג 900 יח",20333,1,יחידות,כן,מארז,יחידות,900,"יבשים וקונדיטוריה","מנטור פוד בעמ",242,0,0,,כן,מארז,,0
"פנקו פרורי לחם 1 ק""ג מזרח ומערב",4955505900156,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","מנטור פוד בעמ",12.94,0,0,,כן,מוצר,,0
"פצפוצי אורז",16915,0.45,"ק""ג",לא,מארז,יחידות,10,"יבשים וקונדיטוריה","מנטור פוד בעמ",16,0,0,,כן,מוצר,,0
"פרורי לחם גרמני מוזהבים 10 ק""ג",220960,10,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",60,0,0,,כן,מארז,,0
"קטשופ מנות 9 ג 996 יח'",23296,1,יחידות,כן,מארז,יחידות,996,"יבשים וקונדיטוריה","מנטור פוד בעמ",142,0,0,,כן,מארז,,0
"קמח מן 1 קג (10 ביח')",10685,1,"ק""ג",כן,מארז,יחידות,10,"יבשים וקונדיטוריה","מנטור פוד בעמ",34.19,0,0,,כן,מארז,,0
"קמח תפוח אדמה 500 גרם-חיידר",23306,0.5,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",4.7,17.02,0,,כן,מארז,,0
"רבעי ארטישוק במי מלח 2.5 ק""ג",8056515243588,2.5,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",39.99,0,0,,כן,שקיל,,0
"רוטב צ'ילי מתוק משופר 4.6 קג",2126563,4.6,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",48.24,0,0,,כן,שקיל,,0
"שעועית ירוקה שלמה עדינה 2.5 ק""ג",19060727,2.5,"ק""ג",כן,מארז,יחידות,1,קפואים,"מנטור פוד בעמ",28.2,0,0,,כן,מארז,,0
"שקד מולבן פרוס 10 ק״ג - חידר",24092003,10,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",453,0,0,,כן,מארז,,0
"חמאה טלי 200 גרם שחור",7290002408895,200,גרם,כן,מארז,יחידות,1,"מוצרי חלב וגבינות","מנטור פוד בעמ",8.55,0,0,,כן,מארז,,
"מחית אבוקדו האס מקסיקני 1 קג -10",7290019060079,1,"ק""ג",כן,מארז,יחידות,10,"חומרי גלם לבישול","מנטור פוד בעמ",250,0,0,,כן,מארז,,
"מלח שולחן 1 ק""ג מעולה",7290004063016,1,"ק""ג",כן,מארז,יחידות,12,"יבשים וקונדיטוריה","מנטור פוד בעמ",20,0,0,,כן,"מארז + יחידת מידה במארז",,
"מרק בשר 1 ק""ג קנור",12228,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","מנטור פוד בעמ",43,0,0,,כן,ללא,,
"סוכר חבילות 1 ק""ג (10 בחב')",10605,1,"ק""ג",כן,מארז,יחידות,10,"יבשים וקונדיטוריה","מנטור פוד בעמ",40,0,0,,כן,מארז,,
"אצבעות מוצרלה",320324,1,"ק""ג",כן,מארז,יחידות,1,"מוצרי חלב וגבינות","מיגם יבוא בעמ",40,0,0,,כן,שקיל,,0
"גאודה מגורדת מלקוויטה 29% 1 ק""ג",89245678,1,"ק""ג",לא,,,,"מוצרי חלב וגבינות","מיגם יבוא בעמ",32,0,0,,כן,מוצר,,0
"חלב תנובה 1 ליטר טרי 3%",7290004131074,1,ליטר,לא,,,,"מוצרי חלב וגבינות","מיגם יבוא בעמ",5.5,-21.82,0,,כן,מוצר,,0
"חמאה 82% 200 גר מחלבת ברונובלסק",4820227510245,0.2,"ק""ג",כן,מארז,יחידות,1,"מוצרי חלב וגבינות","מיגם יבוא בעמ",16,0,0,,כן,מארז,,0
"יוגורט תנובה כד 1.5 ליטר 4%",72900000043944,1.5,ליטר,כן,מארז,יחידות,1,"מוצרי חלב וגבינות","מיגם יבוא בעמ",16,0,0,,כן,מארז,,0
"מוצרלה פיצה שף פרוס 4 מילמטר",320333,1,"ק""ג",כן,מארז,יחידות,1,"מוצרי חלב וגבינות","מיגם יבוא בעמ",32,0,0,,כן,שקיל,,0
"מוצרלה pizza first מגורדת 2 ק״ג",5901625004839,2,"ק""ג",לא,,,,"מוצרי חלב וגבינות","מיגם יבוא בעמ",58,0,0,,כן,מוצר,,0
"פרמזן איטלקי 1/8 גלגל",370246,1,"ק""ג",לא,מארז,יחידות,1,"מוצרי חלב וגבינות","מיגם יבוא בעמ",65,0,0,,כן,מוצר,,0
"צ'דר כתום - פרוס",35657822,1,"ק""ג",לא,מארז,יחידות,1,"מוצרי חלב וגבינות","מיגם יבוא בעמ",45,0,0,,כן,מוצר,,0
"צהובה גאודה פרוסה מארז 1 קג מלקו",5900512110042,1,"ק""ג",לא,מארז,יחידות,1,"מוצרי חלב וגבינות","מיגם יבוא בעמ",34,0,0,,כן,מוצר,,0
"צהובה פרוסה פרלה 1 ק״ג",5904716013376,1,"ק""ג",לא,,,,"מוצרי חלב וגבינות","מיגם יבוא בעמ",27.7,-22.74,0,0,כן,מוצר,,0
"שמנת 33% להקצפה ובישול 5 ליטר",5903337007757,5,ליטר,לא,מארז,יחידות,1,"מוצרי חלב וגבינות","מיגם יבוא בעמ",81,0,0,,כן,מוצר,,0
"סליק קולה ZERO   מבצע",30217,330,"מ""ל",כן,מארז,יחידות,24,"משקאות קלים","החברה המרכזית למשקאות בעמ",64.87,16,6.10333,,כן,"מארז + יחידת מידה במארז",7290011017873,
"קוקה קולה קלאסי- 350 מל",10031,350,"מ""ל",כן,מארז,יחידות,24,"משקאות קלים","החברה המרכזית למשקאות בעמ",94.16,0,6.24,,כן,"מארז + יחידת מידה במארז",7290001594025,
"סליק קוקה קולה 330 מ""ל מבצע",33300,24,יחידות,לא,מארז,יחידות,24,"משקאות קלים","החברה המרכזית למשקאות בעמ",64.87,16,6.10332,,כן,"מארז + יחידת מידה במארז",7290011017866,
"קוקה קולה שישיות 1.5 ליטר",31879,1.5,ליטר,כן,מארז,יחידות,6,"משקאות קלים","החברה המרכזית למשקאות בעמ",39.14,0,1.53,,כן,"מארז + יחידת מידה במארז",7290110115364,
"קולה ZERO שישיות",32186,1.5,ליטר,כן,מארז,יחידות,6,"משקאות קלים","החברה המרכזית למשקאות בעמ",39.14,0,1.53,,כן,"מארז + יחידת מידה במארז",7290110115418,
"קולה ZERO קלאסי - 350 מל",23433,350,"מ""ל",כן,מארז,יחידות,24,"משקאות קלים","החברה המרכזית למשקאות בעמ",94.16,0,6.24,,כן,"מארז + יחידת מידה במארז",7290008909884,
"סליק ספרייט זירו 330 מ""ל",30214,330,"מ""ל",כן,מארז,יחידות,24,"משקאות קלים","החברה המרכזית למשקאות בעמ",64.87,15,6.10333,,כן,"מארז + יחידת מידה במארז",7290013585233,
"שרינק FUZE tea אפרסק - 0.5 ליטר",30879,0.5,ליטר,כן,מארז,יחידות,24,"משקאות קלים","החברה המרכזית למשקאות בעמ",98.32,0,6.10333,,לא,"מארז + יחידת מידה במארז",7290011018184,
"ג'אמפ אקסטרה פרוט אשכוליות",3005507,330,"מ""ל",כן,מארז,יחידות,24,"משקאות קלים",טמפו,51.564,0,6.15,,כן,"מארז + יחידת מידה במארז",7290008464901,
"ג'אמפ אקסטרה פרוט ענבים 1.5 תריסר",3005481,1.5,"מ""ל",כן,מארז,יחידות,12,"משקאות קלים",טמפו,49.05,0,3.05,,כן,"מארז + יחידת מידה במארז",7290000136523,
"ג'אמפ אקסטרה פרוט תות בננה 330 בק' 24 יח",3005492,330,"מ""ל",כן,מארז,יחידות,24,"משקאות קלים",טמפו,51.5726,0,6.10333,,כן,"מארז + יחידת מידה במארז",7290008464918,
"ג'אמפ אקסטרה פרוט תפוזים 330 בק' 24 יח",3005506,330,"מ""ל",כן,מארז,יחידות,24,"משקאות קלים",טמפו,85.94,25.01,6.1,,כן,"מארז + יחידת מידה במארז",7290008464895,
"ג'אמפ אקסטרה פרוט ענבים 330 בק' 24 יח",3005495,300,סמ״ק,כן,מארז,יחידות,24,"משקאות קלים",טמפו,51.564,0,6.10167,,כן,"מארז + יחידת מידה במארז",7290008464963,
"ג'ינג'ר אייל  בקבוק",3005030,275,"מ""ל",כן,מארז,יחידות,24,"משקאות קלים",טמפו,94.43,12,6.15,,כן,"מארז + יחידת מידה במארז",7290008464642,
"מירינדה 330 מ""ל בקבוק 24 יח'",3002045,330,"מ""ל",כן,מארז,יחידות,24,"משקאות קלים",טמפו,89.1,30,6.15,,כן,"מארז + יחידת מידה במארז",7290006764041,
"מירינדה פחית צרה 330 שישייה ח",7009906,6,יחידות,כן,מארז,יחידות,4,"משקאות קלים",טמפו,49.8023,0,6.15333,,כן,"מארז + יחידת מידה במארז",7290000327037,
